user_id,username,login_date,game_genre,device,session_duration,score,in_game_purchase
455,user_455,2024-01-29,RPG,PC,150,88.5,2.72
456,user_456,2024-03-09,Action,Mobile,171,94.1,4.32
457,user_457,2024-02-16,Sports,Console,118,84.8,8.94
458,user_458,2024-04-03,Sports,Mobile,95,57.9,8.15
459,user_459,2024-05-23,Strategy,Console,62,72.0,10.07
460,user_460,2024-06-24,Sports,PC,132,74.9,0.31
461,user_461,2024-03-25,Casual,Mobile,96,84.0,5.89
462,user_462,2024-02-08,Casual,Mobile,188,85.0,0.75
463,user_463,2024-04-09,Strategy,PC,140,64.0,2.69
464,user_464,2024-02-02,Casual,PC,51,76.2,3.98
465,user_465,2024-04-10,RPG,PC,107,81.9,2.58
466,user_466,2024-01-23,Strategy,Mobile,169,96.8,3.67
467,user_467,2024-01-10,RPG,Console,118,85.6,28.31
468,user_468,2024-03-09,Action,Mobile,60,86.8,0.73
469,user_469,2024-04-09,RPG,Console,94,76.3,5.63
470,user_470,2024-02-03,Action,Mobile,183,96.2,2.52
471,user_471,2024-06-28,Action,Mobile,136,81.1,0.71
472,user_472,2024-05-17,RPG,PC,30,62.1,0.86
473,user_473,2024-05-26,Strategy,Console,53,96.1,14.91
474,user_474,2024-04-05,Casual,Mobile,148,85.5,10.58
475,user_475,2024-01-01,Casual,Mobile,112,68.4,11.88
476,user_476,2024-03-09,Action,PC,77,67.8,23.86
477,user_477,2024-01-04,Action,PC,138,79.4,1.17
478,user_478,2024-01-16,Strategy,Console,101,81.9,2.2
479,user_479,2024-01-24,Sports,Mobile,200,78.0,5.53
480,user_480,2024-03-20,RPG,Console,33,79.7,3.31
481,user_481,2024-01-02,Action,Mobile,134,100.0,2.71
482,user_482,2024-05-07,Casual,Console,236,91.1,2.21
483,user_483,2024-06-08,Strategy,PC,150,77.9,4.5
484,user_484,2024-03-24,RPG,Mobile,120,89.1,4.29
485,user_485,2024-05-31,Strategy,Console,107,59.5,0.88
486,user_486,2024-05-19,RPG,PC,148,81.0,3.19
487,user_487,2024-06-26,RPG,PC,237,100.0,4.03
488,user_488,2024-06-11,Action,Console,188,71.7,4.22
489,user_489,2024-05-03,Strategy,Mobile,26,62.3,1.18
490,user_490,2024-02-02,Strategy,Mobile,108,65.2,6.78
491,user_491,2024-06-09,Casual,PC,91,58.7,0.13
492,user_492,2024-06-27,Casual,Mobile,113,63.2,2.19
493,user_493,2024-06-19,Action,Mobile,223,69.4,7.58
494,user_494,2024-04-10,Action,Mobile,161,53.9,4.15
495,user_495,2024-01-12,Sports,PC,28,75.2,1.51
496,user_496,2024-03-07,Casual,Console,174,88.5,5.94
497,user_497,2024-03-05,RPG,Mobile,94,61.4,4.19
498,user_498,2024-06-09,Strategy,PC,17,97.8,7.95
499,user_499,2024-06-16,Action,PC,37,82.7,6.64
500,user_500,2024-03-14,Strategy,Console,14,90.5,4.71
501,user_501,2024-02-12,Strategy,Mobile,154,65.1,3.35
502,user_502,2024-02-13,Sports,Mobile,110,87.8,0.71
503,user_503,2024-01-29,Casual,Console,173,58.6,1.51
504,user_504,2024-05-20,Action,Console,127,88.4,2.72
505,user_505,2024-01-12,Strategy,PC,156,77.6,4.57
506,user_506,2024-04-04,Action,PC,73,83.3,3.6
507,user_507,2024-02-15,RPG,Console,100,57.4,1.7
508,user_508,2024-05-09,Sports,Mobile,126,61.6,0.03
509,user_509,2024-02-04,RPG,PC,107,84.0,3.43
510,user_510,2024-03-21,Action,PC,20,60.8,1.68
511,user_511,2024-03-30,Action,Mobile,63,81.9,6.63
512,user_512,2024-01-08,Casual,PC,182,54.5,0.12
513,user_513,2024-04-02,Strategy,Mobile,56,87.7,4.4
514,user_514,2024-06-02,Strategy,Mobile,149,56.5,14.19
515,user_515,2024-03-30,RPG,Mobile,158,83.3,0.96
516,user_516,2024-06-10,Sports,Console,148,84.4,3.19
517,user_517,2024-04-24,Strategy,Console,229,64.5,0.48
518,user_518,2024-04-14,Casual,Console,14,83.7,4.91
519,user_519,2024-05-14,RPG,Mobile,218,78.9,4.0
520,user_520,2024-02-27,RPG,Mobile,193,66.9,2.62
521,user_521,2024-04-23,Casual,Console,29,59.9,3.68
522,user_522,2024-03-15,Sports,PC,178,45.6,11.34
523,user_523,2024-06-05,Casual,Mobile,55,80.2,1.09
524,user_524,2024-04-29,Sports,PC,21,51.5,0.11
525,user_525,2024-06-12,Casual,PC,79,76.4,9.89
526,user_526,2024-01-21,Casual,Mobile,26,71.0,4.3
527,user_527,2024-06-12,Action,Mobile,124,85.2,11.07
528,user_528,2024-05-17,RPG,PC,156,70.5,4.54
529,user_529,2024-04-10,Casual,PC,163,70.1,8.31
530,user_530,2024-05-31,Casual,Console,57,86.0,2.81
531,user_531,2024-06-25,Strategy,Console,117,80.0,6.93
532,user_532,2024-04-08,RPG,Mobile,61,79.7,12.21
533,user_533,2024-02-05,Strategy,Console,105,82.0,4.24
534,user_534,2024-04-05,RPG,Console,79,52.0,1.0
535,user_535,2024-05-31,Strategy,Console,192,86.4,1.57
536,user_536,2024-05-30,Casual,Console,237,84.2,1.11
537,user_537,2024-02-06,Casual,PC,111,59.7,1.42
538,user_538,2024-01-12,Action,Mobile,84,71.3,1.83
539,user_539,2024-04-22,Strategy,Console,170,74.4,4.05
540,user_540,2024-01-13,Sports,PC,199,73.0,4.43
541,user_541,2024-01-23,Action,PC,225,80.0,2.78
542,user_542,2024-04-08,Strategy,PC,160,96.5,4.78
543,user_543,2024-04-14,Strategy,Console,152,91.2,0.43
544,user_544,2024-01-30,Action,Console,164,55.3,0.46
545,user_545,2024-01-17,Casual,Mobile,212,84.3,0.94
546,user_546,2024-04-22,Strategy,Console,201,94.9,3.65
547,user_547,2024-03-02,Casual,Console,218,80.8,1.2
548,user_548,2024-03-24,Action,PC,188,91.4,1.67
549,user_549,2024-04-21,Casual,Mobile,190,100.0,2.56
550,user_550,2024-03-26,RPG,Console,215,90.4,8.35
551,user_551,2024-05-20,Sports,Console,228,78.7,0.07
552,user_552,2024-01-19,Strategy,PC,91,90.7,5.24
553,user_553,2024-06-25,Sports,PC,101,77.2,5.53
554,user_554,2024-04-09,Casual,Console,188,75.4,8.01
555,user_555,2024-05-19,Strategy,Mobile,184,69.7,13.5
556,user_556,2024-05-26,Casual,Mobile,13,98.5,0.1
557,user_557,2024-03-16,RPG,PC,144,62.7,0.83
558,user_558,2024-01-09,Action,PC,118,98.0,10.87
559,user_559,2024-01-28,Strategy,Console,172,82.5,3.07
560,user_560,2024-05-07,RPG,PC,57,54.0,4.16
561,user_561,2024-02-21,RPG,Console,82,80.5,5.44
562,user_562,2024-03-23,Strategy,Mobile,81,43.5,5.68
563,user_563,2024-04-20,Casual,Mobile,125,84.4,13.42
564,user_564,2024-05-23,RPG,Console,182,88.3,28.96
565,user_565,2024-04-26,Sports,PC,90,66.1,6.37
566,user_566,2024-03-09,RPG,Mobile,90,76.9,1.69
567,user_567,2024-04-08,Casual,PC,122,100.0,10.59
568,user_568,2024-05-19,Casual,Mobile,234,67.4,0.25
569,user_569,2024-01-25,Sports,Console,105,59.1,1.31
570,user_570,2024-06-28,RPG,Console,81,97.2,11.38
571,user_571,2024-05-02,Casual,Console,156,100.0,1.48
572,user_572,2024-02-22,Strategy,Mobile,72,75.1,1.25
573,user_573,2024-05-30,Action,PC,47,90.2,0.74
574,user_574,2024-05-23,Action,PC,76,95.1,9.8
575,user_575,2024-02-26,Action,PC,196,63.9,3.47
576,user_576,2024-02-08,RPG,Mobile,78,67.7,5.62
577,user_577,2024-04-18,Sports,Mobile,22,93.5,1.37
578,user_578,2024-02-11,Casual,Mobile,184,100.0,7.09
579,user_579,2024-06-15,Strategy,Mobile,198,83.4,7.14
580,user_580,2024-05-21,Strategy,Mobile,40,61.8,1.87
581,user_581,2024-05-01,RPG,PC,217,100.0,2.64
582,user_582,2024-05-12,Action,Mobile,123,67.0,1.18
583,user_583,2024-06-11,RPG,Mobile,233,70.0,18.77
584,user_584,2024-03-15,Sports,PC,31,80.1,5.19
585,user_585,2024-05-25,Sports,Mobile,102,98.3,13.63
586,user_586,2024-03-16,Casual,PC,223,87.8,1.81
587,user_587,2024-01-09,Casual,PC,180,81.2,7.61
588,user_588,2024-03-14,Sports,Console,76,81.9,7.26
589,user_589,2024-05-24,Sports,Console,63,75.7,5.88
590,user_590,2024-01-07,Sports,Console,147,83.4,16.85
591,user_591,2024-06-22,RPG,Console,51,37.1,2.5
592,user_592,2024-05-20,Sports,Mobile,73,70.6,0.7
593,user_593,2024-06-16,Strategy,Console,135,78.6,5.57
594,user_594,2024-06-18,Action,PC,30,57.7,6.53
595,user_595,2024-05-16,Sports,Mobile,217,80.8,4.28
596,user_596,2024-06-26,Action,Console,213,71.9,1.16
597,user_597,2024-01-27,RPG,PC,203,100.0,3.51
598,user_598,2024-05-01,Action,Mobile,178,98.6,1.87
599,user_599,2024-01-05,RPG,Mobile,161,68.0,2.79
600,user_600,2024-01-29,Strategy,Console,44,72.7,5.18
601,user_601,2024-06-13,RPG,Mobile,193,73.9,6.84
602,user_602,2024-06-14,RPG,PC,39,68.2,1.32
603,user_603,2024-03-23,Casual,Mobile,66,77.9,2.6
604,user_604,2024-05-15,Sports,PC,231,63.6,1.57
605,user_605,2024-04-18,Sports,Mobile,56,58.0,1.11
606,user_606,2024-03-05,Strategy,Console,172,84.3,7.65
607,user_607,2024-03-26,Strategy,PC,28,84.4,12.0
608,user_608,2024-05-24,Sports,Mobile,123,62.9,2.31
609,user_609,2024-03-11,Casual,Mobile,17,88.4,6.96
610,user_610,2024-02-14,Sports,Mobile,35,65.5,11.36
611,user_611,2024-05-11,Casual,PC,122,78.8,9.36
612,user_612,2024-02-05,Strategy,PC,80,87.3,1.01
613,user_613,2024-03-10,Action,PC,39,74.5,15.65
614,user_614,2024-06-07,Strategy,Console,144,81.8,2.36
615,user_615,2024-01-19,Strategy,Console,76,67.3,2.07
616,user_616,2024-04-17,RPG,PC,74,72.1,0.32
617,user_617,2024-06-15,RPG,Mobile,45,71.9,3.33
618,user_618,2024-03-31,RPG,Console,34,63.8,0.58
619,user_619,2024-03-30,RPG,PC,46,72.3,1.43
620,user_620,2024-01-19,Casual,Mobile,10,51.8,1.91
621,user_621,2024-02-08,Sports,Console,152,67.6,8.27
622,user_622,2024-05-05,Action,Mobile,46,70.7,10.42
623,user_623,2024-06-21,Strategy,Mobile,150,71.2,1.8
624,user_624,2024-05-20,Casual,Mobile,145,71.4,9.78
625,user_625,2024-05-05,Action,Mobile,142,74.1,9.73
626,user_626,2024-02-27,Casual,Console,197,82.2,7.23
627,user_627,2024-05-27,Casual,Console,137,88.1,0.79
628,user_628,2024-03-01,Strategy,Console,210,65.3,5.86
629,user_629,2024-05-06,Sports,PC,136,57.0,14.5
630,user_630,2024-04-14,RPG,Console,10,59.4,5.74
631,user_631,2024-06-15,Sports,Mobile,173,67.7,2.01
632,user_632,2024-01-01,Strategy,Console,44,69.7,3.47
633,user_633,2024-05-10,Strategy,Mobile,203,63.5,5.19
634,user_634,2024-04-01,Strategy,PC,200,55.6,3.57
635,user_635,2024-04-22,Action,Mobile,113,68.2,0.64
636,user_636,2024-06-01,Sports,Mobile,32,77.7,1.87
637,user_637,2024-02-25,Sports,Mobile,18,83.9,8.11
638,user_638,2024-06-09,Casual,PC,43,66.6,9.88
639,user_639,2024-06-14,Casual,Console,183,68.8,0.74
640,user_640,2024-04-26,Casual,Console,215,61.1,15.22
641,user_641,2024-05-13,Strategy,PC,137,74.5,1.99
642,user_642,2024-02-27,Sports,Mobile,13,62.3,5.43
643,user_643,2024-02-13,Strategy,Console,167,83.6,6.97
644,user_644,2024-06-21,Action,PC,232,48.2,8.36
645,user_645,2024-06-08,Casual,Console,111,69.6,14.57
646,user_646,2024-06-21,Strategy,PC,84,79.5,1.88
647,user_647,2024-03-01,Strategy,Mobile,108,77.8,9.78
648,user_648,2024-02-16,Action,Console,81,100.0,0.71
649,user_649,2024-05-28,RPG,PC,12,80.2,6.1
650,user_650,2024-03-20,Sports,Console,151,59.9,6.77
651,user_651,2024-04-27,RPG,Console,197,73.6,5.66
652,user_652,2024-06-12,Casual,Console,214,48.4,1.45
653,user_653,2024-05-26,Strategy,Console,182,73.8,10.32
654,user_654,2024-01-20,Action,PC,233,62.5,0.92
655,user_655,2024-05-25,Action,Mobile,43,88.7,0.28
656,user_656,2024-02-16,Sports,PC,54,66.8,6.32
657,user_657,2024-02-18,RPG,PC,70,73.2,3.23
658,user_658,2024-01-14,Sports,PC,92,65.5,9.46
659,user_659,2024-05-22,Strategy,Mobile,132,100.0,2.42
660,user_660,2024-06-07,Sports,Console,111,70.2,0.92
661,user_661,2024-01-01,Action,Console,25,100.0,9.05
662,user_662,2024-04-26,Action,Console,75,87.2,3.98
663,user_663,2024-02-23,Casual,Mobile,177,82.2,1.05
664,user_664,2024-04-27,Casual,Console,154,80.5,6.37
665,user_665,2024-01-03,Strategy,Mobile,128,80.9,3.58
666,user_666,2024-05-23,RPG,Console,171,46.1,4.64
667,user_667,2024-01-12,Sports,Console,133,70.8,3.09
668,user_668,2024-03-14,Strategy,PC,153,87.7,8.82
669,user_669,2024-01-16,Casual,Mobile,111,74.3,8.85
670,user_670,2024-04-11,Sports,PC,197,53.9,6.18
671,user_671,2024-05-31,Casual,PC,75,74.2,0.56
672,user_672,2024-06-04,Sports,PC,203,100.0,9.13
673,user_673,2024-04-26,RPG,Mobile,227,93.7,5.56
674,user_674,2024-01-08,Strategy,Mobile,22,74.1,5.97
675,user_675,2024-05-01,Sports,Console,193,89.3,2.25
676,user_676,2024-04-01,Action,PC,120,69.5,10.57
677,user_677,2024-06-12,Action,Console,168,49.4,6.46
678,user_678,2024-03-30,Sports,PC,43,61.1,0.6
679,user_679,2024-05-15,Sports,Mobile,48,98.4,2.62
680,user_680,2024-02-29,Sports,Mobile,204,70.9,10.87
681,user_681,2024-06-26,Action,Mobile,145,71.3,0.24
682,user_682,2024-01-28,Action,PC,224,70.5,16.27
683,user_683,2024-04-10,Sports,Mobile,215,100.0,5.68
684,user_684,2024-02-10,Casual,PC,129,99.4,4.99
685,user_685,2024-06-03,Casual,Console,135,100.0,1.58
686,user_686,2024-05-24,RPG,PC,64,72.6,1.43
687,user_687,2024-06-09,Strategy,Console,36,79.4,14.24
688,user_688,2024-06-05,Casual,PC,127,52.3,1.77
689,user_689,2024-05-20,Action,Console,230,97.2,7.47
690,user_690,2024-02-15,Casual,Mobile,62,57.5,2.5
691,user_691,2024-02-04,RPG,Console,48,78.3,0.75
692,user_692,2024-05-13,RPG,Mobile,74,58.5,0.05
693,user_693,2024-03-22,Strategy,Mobile,154,66.2,3.93
694,user_694,2024-04-24,Casual,Console,167,62.4,18.6
695,user_695,2024-02-16,Action,PC,190,65.9,2.3
696,user_696,2024-06-01,Action,PC,22,66.9,2.21
697,user_697,2024-01-10,Sports,PC,30,66.8,2.11
698,user_698,2024-02-25,Action,PC,156,87.5,3.68
699,user_699,2024-01-30,Strategy,PC,62,58.4,2.91
700,user_700,2024-04-18,Strategy,Mobile,28,78.3,10.6
701,user_701,2024-01-05,Action,PC,66,93.3,3.52
702,user_702,2024-04-28,Action,Mobile,34,67.3,3.54
703,user_703,2024-02-02,Sports,Mobile,223,64.2,0.74
704,user_704,2024-04-27,Action,Mobile,40,71.5,20.3
705,user_705,2024-03-05,Sports,Console,90,92.7,1.44
706,user_706,2024-05-25,Sports,Console,192,77.9,0.38
707,user_707,2024-06-25,Action,Mobile,32,67.0,5.44
708,user_708,2024-01-11,RPG,Console,41,82.3,4.52
709,user_709,2024-03-25,RPG,PC,199,58.5,2.68
710,user_710,2024-01-26,Sports,PC,83,85.2,2.74
711,user_711,2024-03-03,Action,Mobile,19,81.1,7.69
712,user_712,2024-03-26,RPG,PC,237,70.4,1.09
713,user_713,2024-02-28,Action,Mobile,209,62.4,8.58
714,user_714,2024-01-27,Action,Mobile,63,61.7,5.23
715,user_715,2024-06-25,Action,PC,61,83.0,2.71
716,user_716,2024-06-09,Casual,Console,157,93.4,3.06
717,user_717,2024-04-07,Action,PC,169,65.4,1.48
718,user_718,2024-04-14,Casual,PC,123,81.9,6.97
719,user_719,2024-04-08,Sports,Mobile,23,43.7,3.6
720,user_720,2024-05-08,RPG,Mobile,187,66.2,1.93
721,user_721,2024-05-28,RPG,Mobile,165,74.5,4.53
722,user_722,2024-02-24,RPG,Mobile,119,61.4,27.29
723,user_723,2024-01-06,RPG,Console,62,61.0,2.86
724,user_724,2024-04-04,RPG,Console,161,65.0,12.67
725,user_725,2024-05-12,RPG,Console,88,79.4,2.12
726,user_726,2024-04-11,RPG,Mobile,31,72.2,0.28
727,user_727,2024-01-03,Sports,Mobile,39,41.4,1.14
728,user_728,2024-01-23,Action,Mobile,200,43.2,2.71
729,user_729,2024-02-22,Strategy,Console,13,65.9,1.24
730,user_730,2024-06-13,Casual,Mobile,214,81.9,0.0
731,user_731,2024-03-23,Strategy,PC,68,33.8,12.33
732,user_732,2024-05-24,Strategy,PC,224,67.5,9.29
733,user_733,2024-03-25,Action,Mobile,17,67.1,6.78
734,user_734,2024-03-18,Action,PC,219,95.8,0.92
735,user_735,2024-04-19,Action,PC,21,69.2,0.64
736,user_736,2024-01-01,RPG,Console,128,80.7,0.35
737,user_737,2024-02-20,Sports,Mobile,168,77.1,6.44
738,user_738,2024-06-21,RPG,Mobile,215,43.0,13.21
739,user_739,2024-01-04,Sports,Console,43,86.5,2.82
740,user_740,2024-04-22,Sports,PC,91,78.2,0.63
741,user_741,2024-02-01,Strategy,PC,107,82.6,3.59
742,user_742,2024-02-03,Strategy,Mobile,136,100.0,2.14
743,user_743,2024-04-01,Sports,PC,84,43.7,2.35
744,user_744,2024-04-04,Sports,Console,114,100.0,4.86
745,user_745,2024-03-12,RPG,Console,213,70.7,6.34
746,user_746,2024-02-08,RPG,Mobile,58,79.3,0.59
747,user_747,2024-06-02,Strategy,Console,88,74.3,0.18
748,user_748,2024-06-10,Action,Console,194,68.6,25.86
749,user_749,2024-04-27,Sports,Mobile,232,66.5,1.32
750,user_750,2024-01-03,RPG,Console,102,79.9,0.28
751,user_751,2024-05-02,Strategy,Console,163,52.2,1.05
752,user_752,2024-02-19,RPG,Console,27,86.3,0.2
753,user_753,2024-01-12,Sports,PC,105,68.8,2.49
754,user_754,2024-02-23,Sports,Mobile,223,58.0,8.11
755,user_755,2024-05-12,Casual,Mobile,47,68.2,2.09
756,user_756,2024-02-26,Action,Mobile,218,93.9,2.94
757,user_757,2024-05-24,Casual,PC,96,67.0,5.63
758,user_758,2024-04-21,Strategy,PC,97,80.4,3.56
759,user_759,2024-02-16,RPG,Mobile,59,64.0,9.88
760,user_760,2024-05-30,Strategy,PC,17,86.4,10.05
761,user_761,2024-03-25,Sports,Mobile,178,85.3,0.05
762,user_762,2024-05-21,Casual,PC,143,100.0,7.53
763,user_763,2024-03-06,Casual,Console,78,72.4,3.09
764,user_764,2024-03-15,Casual,Console,181,85.0,22.48
765,user_765,2024-06-27,Strategy,Mobile,130,76.5,3.3
766,user_766,2024-04-12,Sports,PC,73,94.4,21.67
767,user_767,2024-06-14,RPG,PC,166,64.2,7.02
768,user_768,2024-02-07,RPG,Console,165,86.2,1.43
769,user_769,2024-02-19,Strategy,Console,148,72.1,3.87
770,user_770,2024-04-07,Casual,PC,130,74.0,24.23
771,user_771,2024-03-22,Action,PC,74,76.4,9.74
772,user_772,2024-01-30,Strategy,PC,116,78.8,0.51
773,user_773,2024-03-19,Strategy,PC,156,73.3,6.13
774,user_774,2024-03-31,Sports,PC,146,78.2,2.12
775,user_775,2024-06-27,RPG,PC,164,98.7,0.04
776,user_776,2024-02-21,Strategy,Mobile,171,89.8,2.58
777,user_777,2024-06-14,Strategy,PC,181,88.0,1.34
778,user_778,2024-03-19,Casual,Console,205,68.2,8.54
779,user_779,2024-01-30,Casual,Mobile,109,61.7,2.06
780,user_780,2024-04-15,Action,PC,91,89.3,8.79
781,user_781,2024-02-20,Sports,Console,152,88.1,0.0
782,user_782,2024-03-21,Action,Mobile,60,97.1,1.84
783,user_783,2024-05-12,Casual,Console,150,65.9,1.38
784,user_784,2024-01-29,RPG,PC,92,71.6,1.33
785,user_785,2024-05-11,Casual,PC,186,50.4,0.35
786,user_786,2024-05-17,Sports,PC,207,69.1,1.04
787,user_787,2024-05-24,Casual,PC,121,89.9,4.05
788,user_788,2024-03-14,Sports,Mobile,65,68.0,1.72
789,user_789,2024-01-17,Sports,Mobile,213,84.6,2.7
790,user_790,2024-03-24,Sports,Console,188,72.1,2.36
791,user_791,2024-03-09,Sports,PC,174,79.9,10.43
792,user_792,2024-02-03,Sports,Console,154,57.8,11.79
793,user_793,2024-01-06,RPG,Mobile,195,76.3,3.4
794,user_794,2024-02-22,Action,PC,224,30.1,2.0
795,user_795,2024-05-05,Strategy,PC,227,72.2,0.56
796,user_796,2024-02-12,Action,Mobile,166,50.5,15.33
797,user_797,2024-04-24,Sports,Mobile,170,93.1,0.31
798,user_798,2024-04-20,RPG,Mobile,69,86.7,1.77
799,user_799,2024-05-30,Casual,Mobile,228,82.0,1.77
800,user_800,2024-03-20,RPG,Mobile,226,97.8,1.93
801,user_801,2024-04-04,Sports,PC,129,60.8,0.9
802,user_802,2024-04-27,RPG,Mobile,192,100.0,7.64
803,user_803,2024-05-23,RPG,PC,147,89.0,0.65
804,user_804,2024-01-08,Sports,PC,184,71.5,5.04
805,user_805,2024-05-11,RPG,Mobile,32,92.0,0.66
806,user_806,2024-04-13,Strategy,Mobile,222,58.4,0.37
807,user_807,2024-05-11,Strategy,PC,158,62.6,12.01
808,user_808,2024-01-25,RPG,Mobile,22,65.9,1.05
809,user_809,2024-04-05,Casual,Mobile,110,67.1,8.61
810,user_810,2024-06-03,Sports,Mobile,170,59.2,3.93
811,user_811,2024-04-02,Strategy,Console,33,93.3,0.41
812,user_812,2024-06-08,Casual,PC,117,71.1,15.56
813,user_813,2024-06-26,RPG,Console,20,80.3,1.42
814,user_814,2024-03-01,Casual,Mobile,26,66.4,9.82
815,user_815,2024-05-01,Action,Console,205,47.7,0.92
816,user_816,2024-02-20,Strategy,Mobile,184,79.1,9.62
817,user_817,2024-05-26,RPG,Console,34,46.3,0.07
818,user_818,2024-01-21,Sports,Mobile,103,74.0,3.58
819,user_819,2024-01-05,RPG,Console,210,54.5,7.34
820,user_820,2024-04-01,Sports,Console,30,100.0,13.65
821,user_821,2024-06-18,RPG,Console,93,88.7,12.0
822,user_822,2024-03-01,Casual,PC,220,76.6,8.56
823,user_823,2024-01-22,Casual,Console,220,94.0,10.95
824,user_824,2024-05-28,Casual,PC,149,62.3,1.11
825,user_825,2024-03-10,Action,Mobile,46,83.2,1.67
826,user_826,2024-01-01,Sports,Console,51,78.0,1.71
827,user_827,2024-05-12,Casual,Mobile,154,79.0,2.37
828,user_828,2024-01-12,Action,Mobile,110,94.1,2.5
829,user_829,2024-03-30,Sports,Console,57,86.0,3.93
830,user_830,2024-02-15,RPG,PC,112,79.3,0.87
831,user_831,2024-02-03,Action,Console,37,50.2,5.88
832,user_832,2024-06-25,Strategy,Mobile,50,60.6,0.92
833,user_833,2024-03-18,Action,Mobile,108,73.2,1.86
834,user_834,2024-02-14,Action,Console,56,76.4,3.5
835,user_835,2024-06-03,Sports,PC,155,58.0,7.96
836,user_836,2024-03-13,RPG,PC,215,100.0,6.73
837,user_837,2024-01-26,Strategy,Mobile,236,97.7,5.19
838,user_838,2024-02-16,Casual,Mobile,114,84.0,0.85
839,user_839,2024-04-30,Casual,PC,133,76.1,3.96
840,user_840,2024-02-25,Action,Console,208,71.8,0.46
841,user_841,2024-04-03,Sports,Mobile,22,60.7,2.37
842,user_842,2024-04-16,Sports,PC,219,76.2,2.67
843,user_843,2024-03-03,Casual,Mobile,238,78.9,0.2
844,user_844,2024-02-17,Strategy,Console,150,56.4,1.6
845,user_845,2024-03-01,RPG,PC,109,80.0,15.58
846,user_846,2024-03-21,Strategy,Mobile,40,72.7,15.36
847,user_847,2024-01-26,RPG,Console,139,46.4,2.17
848,user_848,2024-02-05,Casual,Mobile,25,62.1,0.22
849,user_849,2024-01-01,RPG,Console,146,68.8,0.99
850,user_850,2024-01-08,Sports,Console,82,100.0,2.49
851,user_851,2024-04-22,Action,PC,175,83.3,14.76
852,user_852,2024-04-08,Action,Console,212,55.0,0.76
853,user_853,2024-06-28,Casual,Mobile,63,82.3,7.21
854,user_854,2024-02-16,Sports,Console,193,51.8,0.58
855,user_855,2024-05-06,Strategy,Console,223,91.2,19.88
856,user_856,2024-02-25,Sports,PC,234,67.9,2.4
857,user_857,2024-01-14,Action,Console,109,73.6,7.46
858,user_858,2024-01-28,Action,Console,118,94.9,2.1
859,user_859,2024-03-18,Sports,Mobile,96,55.7,4.94
860,user_860,2024-05-09,Sports,PC,182,54.0,1.07
861,user_861,2024-04-18,Action,PC,171,66.2,0.79
862,user_862,2024-06-02,Strategy,PC,146,90.6,13.91
863,user_863,2024-01-14,Casual,Console,225,52.2,12.48
864,user_864,2024-02-25,Casual,PC,17,32.5,10.92
865,user_865,2024-04-24,Sports,Console,16,68.2,4.91
866,user_866,2024-01-07,Casual,Console,45,83.3,8.26
867,user_867,2024-01-03,Action,Mobile,27,93.0,0.36
868,user_868,2024-04-20,Action,Mobile,12,68.1,2.04
869,user_869,2024-05-30,Sports,Mobile,37,68.8,1.88
870,user_870,2024-04-16,Sports,Mobile,79,92.3,5.05
871,user_871,2024-01-18,Sports,Mobile,181,47.0,2.2
872,user_872,2024-02-07,Strategy,Console,158,69.2,0.8
873,user_873,2024-04-24,Casual,Console,37,77.9,4.54
874,user_874,2024-01-15,Sports,PC,63,81.7,8.42
875,user_875,2024-04-28,RPG,Console,191,67.4,2.41
876,user_876,2024-01-28,RPG,Console,74,75.5,0.71
877,user_877,2024-02-08,Action,Mobile,109,37.7,1.1
878,user_878,2024-01-17,Casual,Console,30,65.1,1.36
879,user_879,2024-03-26,Sports,Mobile,236,81.8,1.78
880,user_880,2024-05-05,RPG,PC,22,60.3,5.15
881,user_881,2024-02-13,Casual,PC,66,75.9,4.59
882,user_882,2024-01-25,Action,Console,58,81.7,5.95
883,user_883,2024-05-24,Strategy,PC,127,69.9,2.25
884,user_884,2024-01-13,Casual,Console,63,77.6,8.69
885,user_885,2024-01-25,Casual,PC,147,60.6,1.14
886,user_886,2024-03-08,Strategy,Mobile,62,71.9,3.17
887,user_887,2024-05-17,Casual,Mobile,53,84.2,8.07
888,user_888,2024-03-07,Action,Mobile,56,77.4,0.99
889,user_889,2024-04-18,Action,Mobile,62,66.2,0.58
890,user_890,2024-05-25,Strategy,Console,83,78.4,10.76
891,user_891,2024-04-20,Sports,PC,55,85.7,2.1
892,user_892,2024-04-20,RPG,Console,22,44.3,5.76
893,user_893,2024-02-03,Sports,Mobile,174,92.4,0.13
894,user_894,2024-04-20,Casual,Console,111,70.0,5.86
895,user_895,2024-01-08,RPG,PC,33,81.4,1.9
896,user_896,2024-06-16,Strategy,Console,11,93.0,0.29
897,user_897,2024-04-22,Strategy,PC,223,54.4,4.71
898,user_898,2024-03-23,RPG,Console,90,64.4,1.38
899,user_899,2024-02-11,Action,PC,109,70.7,2.45
900,user_900,2024-06-17,RPG,PC,151,63.2,0.42
901,user_901,2024-04-10,Casual,Mobile,147,100.0,0.8
902,user_902,2024-01-06,Action,PC,172,62.1,1.77
903,user_903,2024-06-28,Strategy,Mobile,162,66.7,0.47
904,user_904,2024-01-26,RPG,Mobile,140,78.1,12.09
905,user_905,2024-03-04,Sports,Mobile,120,57.0,0.03
906,user_906,2024-02-28,Sports,Console,111,69.1,3.31
907,user_907,2024-04-18,Casual,Console,26,79.8,0.66
908,user_908,2024-04-30,Sports,Console,21,70.0,1.84
